searchValue,dn,dudukeid,edupersonprimaryaffiliation,dupsacadcareerdescc1,dupsacadprogc1,dupsexpgradtermc1
vrp6,"duLDAPKey=fe13a79a-d11b-11e5-9494-968f1b144c1c,ou=people,dc=duke,dc=edu",0704618,student,Undergraduate,A&S,2020 Sprng
al308,"duLDAPKey=2cbb2da4-d69c-11e5-acf3-23491b144c1c,ou=people,dc=duke,dc=edu",0705283,student,Undergraduate,E-UGD,2020 Sprng
kzd,"duLDAPKey=93596ad0-1dd2-11b2-b95a-e02c52381c12,ou=people,dc=duke,dc=edu",0645784,student,School of Medicine,MED1,2023 Sprng
yg96,"duLDAPKey=7e0e2294-e653-11e5-969d-a2251b144c1c,ou=people,dc=duke,dc=edu",0711285,student,Undergraduate,A&S,2020 Sprng
rx16,"duLDAPKey=e32f83e8-9c75-11e5-aa14-c4c91a144c1c,ou=people,dc=duke,dc=edu",0700119,student,Undergraduate,A&S,2020 Sprng
ja281,"duLDAPKey=9b0f1f25-3279-4db9-b793-f90dbcc9329a,ou=people,dc=duke,dc=edu",0828977,student,Undergraduate,A&SU,2022 Sprng
ea132,"duLDAPKey=edee388b-41fd-4df3-abd4-25eed52d4e3b,ou=people,dc=duke,dc=edu",0827385,student,Undergraduate,A&SU,2022 Sprng
eh175,"duLDAPKey=56ead3c0-e58a-11e5-96cb-ed031b144c1c,ou=people,dc=duke,dc=edu",0710886,student,Undergraduate,A&S,2020 Sprng
oss4,"duLDAPKey=64741cc4-edbb-4258-923d-1b0026700e22,ou=people,dc=duke,dc=edu",0739905,student,Undergraduate,A&S,2021 Sprng
srr46,"duLDAPKey=e4622315-7c82-46fd-b149-4435dd6c5fa0,ou=people,dc=duke,dc=edu",0964708,student,Undergraduate,A&SU,2023 Sprng
dba13,"duLDAPKey=e8eecae0-144b-4386-9810-afe650f6aa68,ou=people,dc=duke,dc=edu",0933737,student,Undergraduate,A&SU,2023 Sprng
jbf32,"duLDAPKey=c736d05f-d203-466c-b00c-ccc055e8a0ce,ou=people,dc=duke,dc=edu",0965900,student,Undergraduate,A&SU,2023 Sprng
beu2,"duLDAPKey=4c7d47ac-4278-42e1-b39d-fe5d92bc6a9d,ou=people,dc=duke,dc=edu",0939638,student,Undergraduate,A&SU,2023 Sprng
nlr18,"duLDAPKey=fa58f4f2-dc1c-484e-9c90-fdce9e9a2c94,ou=people,dc=duke,dc=edu",0867598,student,Undergraduate,A&SU,2022 Sprng
wgf6,"duLDAPKey=5d9f0812-fc32-4a31-98ac-b84ac108e1fa,ou=people,dc=duke,dc=edu",0937391,student,Undergraduate,E-UGU,2023 Sprng
arp59,"duLDAPKey=76f60076-e653-11e5-969d-a2251b144c1c,ou=people,dc=duke,dc=edu",0711206,student,Undergraduate,A&S,2020 Sprng
sa277,"duLDAPKey=e7c011a6-9307-11e5-91fb-ed1e1b144c1c,ou=people,dc=duke,dc=edu",0699324,student,Undergraduate,A&S,2020 Sprng
dt147,"duLDAPKey=8c3978e9-8ca1-465a-b959-433ace13ffce,ou=people,dc=duke,dc=edu",0836648,student,Graduate,GPINT,2025 Sprng
rd157,"duLDAPKey=d56b6b72-d9c0-11e5-b25c-f7471b144c1c,ou=people,dc=duke,dc=edu",0705658,student,Undergraduate,A&S,2020 Sprng
dam80,"duLDAPKey=60e814f9-cd8a-4c28-9f16-6cf2914bcbfd,ou=people,dc=duke,dc=edu",0735508,student,Undergraduate,E-UGD,2021 Sprng
jyw8,"duLDAPKey=edf34062-1dd1-11b2-aa81-e02c52381c12,ou=people,dc=duke,dc=edu",0627968,student,Undergraduate,A&S,2020 Sprng
vbw4,"duLDAPKey=edaff3a3-b3e9-40f2-8119-8671bed916b2,ou=people,dc=duke,dc=edu",0967385,student,Undergraduate,A&SU,2023 Sprng
ss778,"duLDAPKey=3c27f0a6-8fe3-11e5-830f-88701b144c1c,ou=people,dc=duke,dc=edu",0699051,student,Undergraduate,A&S,2020 Sprng
jg329,"duLDAPKey=e50a0e18-9c75-11e5-aa14-c4c91a144c1c,ou=people,dc=duke,dc=edu",0700143,student,Undergraduate,E-UGD,2020 Sprng
crh58,"duLDAPKey=12f87392-9888-11e5-83fa-79c11a144c1c,ou=people,dc=duke,dc=edu",0699672,student,Undergraduate,A&S,2020 Sprng
qhc,"duLDAPKey=20b42779-d32e-4645-8d55-0103b9ac83b3,ou=people,dc=duke,dc=edu",0834141,student,Nicholas School of Environment,N-MEM,2020 Sprng
kl291,"duLDAPKey=90a93547-4ba0-4085-9473-5cc8e73dbf9e,ou=people,dc=duke,dc=edu",0751308,student,Undergraduate,A&S,2021 Sprng
vbd9,"duLDAPKey=8fed103d-09f1-4643-8b99-f19e6ea83a2a,ou=people,dc=duke,dc=edu",0858329,student,Undergraduate,A&SU,2022 Sprng
crm80,"duLDAPKey=8dd3c649-08ad-4442-aa85-8ab89ad9c1b6,ou=people,dc=duke,dc=edu",0876308,student,Undergraduate,A&SU,2022 Sprng
cd283,"duLDAPKey=b574f531-4c39-4129-a04d-9d241fc4bee1,ou=people,dc=duke,dc=edu",0960589,student,Undergraduate,A&SU,2023 Sprng
kn117,"duLDAPKey=7032f111-5fb8-4474-9b9c-546f06db3368,ou=people,dc=duke,dc=edu",0828203,student,Undergraduate,A&SU,2022 Sprng
ncb29,"duLDAPKey=1104913b-3954-47e1-a9fe-28bc6ba94c25,ou=people,dc=duke,dc=edu",0840889,student,Undergraduate,A&SU,2022 Sprng
sk475,"duLDAPKey=e672a0e6-97be-11e5-b7ff-97691b144c1c,ou=people,dc=duke,dc=edu",0699536,student,Undergraduate,A&S,2020 Fall
swc25,"duLDAPKey=fde67982-d11b-11e5-9494-968f1b144c1c,ou=people,dc=duke,dc=edu",0704614,student,Undergraduate,A&S,2020 Sprng
dyh7,"duLDAPKey=3d31e582-bddc-4e53-bae8-e6a30bd78bad,ou=people,dc=duke,dc=edu",0876123,student,Undergraduate,A&SU,2022 Sprng
aes120,"duLDAPKey=79a5a096-e5cf-45f0-af9e-c2727f36d005,ou=people,dc=duke,dc=edu",0825630,student,Undergraduate,A&SU,2022 Sprng
aj267,"duLDAPKey=a90d8a1c-8ef7-46c2-80dc-b3163cde6e6a,ou=people,dc=duke,dc=edu",0822873,student,Undergraduate,A&SU,2022 Sprng
cds66,"duLDAPKey=81d5d1c8-a157-46f7-8cb3-eb78bf1bca1b,ou=people,dc=duke,dc=edu",0865895,student,Undergraduate,A&SU,2022 Sprng
jls144,"duLDAPKey=bc9ddff4-923e-11e5-a0dc-14df1a144c1c,ou=people,dc=duke,dc=edu",0699212,student,Undergraduate,A&S,2020 Sprng
vfl4,"duLDAPKey=8ef083f8-962c-11e5-91f9-4de11a144c1c,ou=people,dc=duke,dc=edu",0699450,student,Undergraduate,E-UGD,2020 Sprng
amc150,"duLDAPKey=665197a2-ec94-11e5-a57b-e5a41b144c1c,ou=people,dc=duke,dc=edu",0714061,student,Undergraduate,A&S,2020 Sprng
ceh89,"duLDAPKey=7bf91133-ac71-4aa7-afc5-89822535122a,ou=people,dc=duke,dc=edu",0836413,student,Undergraduate,A&SU,2022 Sprng
twl16,"duLDAPKey=d81cab3e-cb9b-11e5-aca0-05591b144c1c,ou=people,dc=duke,dc=edu",0703857,student,Undergraduate,A&S,2020 Sprng
mlg73,"duLDAPKey=994cb078-9a4c-4f74-9be0-da15625b4f48,ou=people,dc=duke,dc=edu",0823387,student,Undergraduate,A&SU,2022 Sprng
mej28,"duLDAPKey=21f7cd64-983f-11e5-97c4-34851b144c1c,ou=people,dc=duke,dc=edu",0699575,student,Undergraduate,A&S,2020 Sprng
tmw36,"duLDAPKey=3997ca90-9dc2-11e5-90f1-0d151b144c1c,ou=people,dc=duke,dc=edu",0700240,student,Undergraduate,E-UGD,2020 Sprng
gs148,"duLDAPKey=00a09cb6-1dd2-11b2-8244-e02c52381c12,ou=people,dc=duke,dc=edu",0680866,student,Undergraduate,A&S,2020 Sprng
ey38,"duLDAPKey=4e7798dc-5671-43b6-bd8a-9ae5a902d1d6,ou=people,dc=duke,dc=edu",0771986,student,Undergraduate,A&S,2021 Sprng
tg178,"duLDAPKey=4c748fa8-61b4-41d4-ba81-dd7db1af1230,ou=people,dc=duke,dc=edu",0930797,student,Engineering Professional,E-MGT,2021 Sprng
eth14,"duLDAPKey=fb90a051-521f-45bb-b094-71db3e5344d9,ou=people,dc=duke,dc=edu",0740397,student,Undergraduate,A&S,2021 Sprng
gu7,"duLDAPKey=e26bd52e-9c75-11e5-aa14-c4c91a144c1c,ou=people,dc=duke,dc=edu",0700103,student,Undergraduate,E-UGD,2020 Sprng
arg47,"duLDAPKey=ca55fc63-e2e1-4f8d-953e-2101131e8bad,ou=people,dc=duke,dc=edu",0931338,student,Undergraduate,A&SU,2023 Fall
sjh78,"duLDAPKey=d435a533-5f8a-4808-99f9-8a60e2502510,ou=people,dc=duke,dc=edu",0966276,student,Undergraduate,E-UGU,2023 Sprng
cah104,"duLDAPKey=c9b50469-be5a-48be-9b8f-176322997516,ou=people,dc=duke,dc=edu",0828304,student,Undergraduate,A&SU,2022 Sprng
ni22,"duLDAPKey=ff66790e-603e-4902-a5e5-9babca174c87,ou=people,dc=duke,dc=edu",0838242,student,Undergraduate,A&SU,2022 Sprng
ono5,"duLDAPKey=df42400b-ed15-4723-b0ad-012830477871,ou=people,dc=duke,dc=edu",0835811,student,Undergraduate,A&SU,2022 Sprng
jby9,"duLDAPKey=14398bec-df41-11e5-ae94-5b141b144c1c,ou=people,dc=duke,dc=edu",0707505,student,Undergraduate,A&S,2020 Sprng
pr96,"duLDAPKey=3ef60526-7c32-4355-89a0-9f8b0a2e70e8,ou=people,dc=duke,dc=edu",0737914,student,Undergraduate,A&S,2021 Sprng
saa44,"duLDAPKey=f819bd7e-df40-11e5-ae94-5b141b144c1c,ou=people,dc=duke,dc=edu",0707018,student,Undergraduate,A&S,2020 Sprng
bys4,"duLDAPKey=70b754c0-eb94-492a-b85d-feefc67245e5,ou=people,dc=duke,dc=edu",0828273,student,Undergraduate,A&SU,2022 Sprng
