searchValue,dn,dudukeid,edupersonprimaryaffiliation,dupsacadcareerdescc1,dupsacadprogc1,dupsexpgradtermc1
aj300,"duLDAPKey=34366c30-d818-47b9-b49d-8493ba9146bd,ou=people,dc=duke,dc=edu",0967101,student,Undergraduate,A&SU,2023 Sprng
dp214,"duLDAPKey=cd8369ca-9bb7-4a62-a4b2-04e6cd7fd54a,ou=people,dc=duke,dc=edu",0853071,student,Undergraduate,A&SU,2022 Sprng
jam209,"duLDAPKey=23ad2cc2-40d5-11e7-b7c9-f6761b144c1c,ou=people,dc=duke,dc=edu",0803322,student,Undergraduate,A&SU,2022 Sprng
myc8,"duLDAPKey=25293c38-e4c1-11e5-9342-d6dc1a144c1c,ou=people,dc=duke,dc=edu",0710389,student,Undergraduate,A&S,2019 Fall
ar494,"duLDAPKey=07e09f0c-4190-4d59-8be9-ed25747bcbe8,ou=people,dc=duke,dc=edu",0824196,student,Nicholas School of Environment,N-MEM,2020 Sprng
jrk54,"duLDAPKey=08db111b-c4ba-4bd0-b5ac-64c95ed78ee0,ou=people,dc=duke,dc=edu",0925198,student,Nicholas School of Environment,N-MEM,2021 Sprng
ec219,"duLDAPKey=7b71650e-8d1b-40e9-bed4-39b5538f16c4,ou=people,dc=duke,dc=edu",0739826,student,Undergraduate,E-UGD,2021 Sprng
rem59,"duLDAPKey=a1d2d110-e71c-11e5-87da-90471b144c1c,ou=people,dc=duke,dc=edu",0711737,student,Undergraduate,E-UGD,2020 Sprng
mcr44,"duLDAPKey=d3b4f735-ec17-4bb1-aeea-5ed3acf19130,ou=people,dc=duke,dc=edu",0747309,student,Undergraduate,A&S,2021 Sprng
tmw36,"duLDAPKey=3997ca90-9dc2-11e5-90f1-0d151b144c1c,ou=people,dc=duke,dc=edu",0700240,student,Undergraduate,E-UGD,2020 Sprng
kmh109,"duLDAPKey=3c1e49da-9951-11e5-ba3f-04061b144c1c,ou=people,dc=duke,dc=edu",0699789,student,Undergraduate,A&S,2020 Sprng
ma385,"duLDAPKey=bf670da8-008a-4e8d-9a87-357fa092c046,ou=people,dc=duke,dc=edu",0895331,student,Engineering Professional,E-MGT,2019 Fall
pc193,"duLDAPKey=680fe6cf-de14-484e-8dd0-969c1993bc6e,ou=people,dc=duke,dc=edu",0845526,student,Engineering Professional,E-MGT,2020 Sprng
cx43,"duLDAPKey=75772f02-5954-401c-af82-a73672097862,ou=people,dc=duke,dc=edu",0811944,student,Engineering Professional,E-EGR,2020 Sprng
hn59,"duLDAPKey=9ab10b10-c50f-477d-aecc-c3e560f487ed,ou=people,dc=duke,dc=edu",0923749,student,Nicholas School of Environment,N-MEM,2021 Sprng
za40,"duLDAPKey=9aef7d98-ce56-4eb3-a801-41254f44fa78,ou=people,dc=duke,dc=edu",0939740,student,Nicholas School of Environment,N-MEM,2021 Sprng
hck10,"duLDAPKey=ef58b5df-fba3-4a38-a0a1-eb799077ea02,ou=people,dc=duke,dc=edu",0787777,student,Divinity School,DIVN,2020 Sprng
cmh128,"duLDAPKey=e72e435c-2bce-4342-862c-7afa7d92aa80,ou=people,dc=duke,dc=edu",0773054,student,Divinity School,DIVN,2020 Sprng
dc316,"duLDAPKey=f44d1c28-eb0c-4992-aee8-48af004311a9,ou=people,dc=duke,dc=edu",0965328,student,Undergraduate,A&SU,2023 Sprng
fab21,"duLDAPKey=fb2d5ef1-2622-47c7-b847-8e75794b1460,ou=people,dc=duke,dc=edu",0933436,student,Undergraduate,A&SU,2023 Sprng
ey38,"duLDAPKey=4e7798dc-5671-43b6-bd8a-9ae5a902d1d6,ou=people,dc=duke,dc=edu",0771986,student,Undergraduate,A&S,2021 Sprng
tp184,"duLDAPKey=90802849-2d7f-49ae-85b4-0e1fcb5583b4,ou=people,dc=duke,dc=edu",0946625,student,Engineering Professional,E-MGT,2021 Sprng
cm498,"duLDAPKey=f9d41370-df66-4df1-9ec6-84c3b49939cc,ou=people,dc=duke,dc=edu",0947918,student,Nicholas School of Environment,N-MEM,2021 Sprng
rg267,"duLDAPKey=ca57a902-e556-446c-800e-2520b744c9f1,ou=people,dc=duke,dc=edu",0945110,student,Engineering Professional,E-MGT,2021 Sprng
ef120,"duLDAPKey=658ba0da-60c9-4993-af68-55adb9aab4bb,ou=people,dc=duke,dc=edu",0938324,student,Undergraduate,A&SU,2023 Sprng
stp13,"duLDAPKey=c279e27a-1dd1-11b2-aa57-e02c52381c12,ou=people,dc=duke,dc=edu",0626649,student,Undergraduate,E-UGU,2023 Sprng
rfl7,"duLDAPKey=92024c24-ed5d-11e5-9311-ff3e1b144c1c,ou=people,dc=duke,dc=edu",0714185,student,Undergraduate,A&S,2020 Sprng
iyc5,"duLDAPKey=fe00ef5e-d5d2-11e5-8407-d1051b144c1c,ou=people,dc=duke,dc=edu",0704999,student,Undergraduate,E-UGD,2020 Sprng
crc62,"duLDAPKey=a202c71c-e71c-11e5-87da-90471b144c1c,ou=people,dc=duke,dc=edu",0711741,student,Undergraduate,A&S,2020 Sprng
tmj32,"duLDAPKey=f72d9dd4-e3f7-11e5-9ec5-5ab91a144c1c,ou=people,dc=duke,dc=edu",0710138,student,Undergraduate,A&S,2020 Sprng
sm642,"duLDAPKey=689c4947-d4c2-42d0-b601-3d060e3d8135,ou=people,dc=duke,dc=edu",0794401,student,Undergraduate,E-UGD,2020 Sprng
rsf13,"duLDAPKey=6fa41292-1dd2-11b2-8397-e02c52381c12,ou=people,dc=duke,dc=edu",0683658,student,Nicholas School of Environment,N-MEM,2020 Sprng
csc65,"duLDAPKey=5c1f5a72-4eee-4cea-a7fc-25f07a7621f7,ou=people,dc=duke,dc=edu",0837900,student,Graduate,GPA&S,2025 Sprng
kjk41,"duLDAPKey=0591581a-c0ed-4e34-9c5e-b593b7e1c54b,ou=people,dc=duke,dc=edu",0837576,student,Graduate,GPA&S,2025 Sprng
spy4,"duLDAPKey=25559044-8599-4b43-882a-381d16bec818,ou=people,dc=duke,dc=edu",0887888,student,Graduate,GPA&S,2026 Sprng
ssl33,"duLDAPKey=ecffd274-3b38-40d9-9d51-1150514181b6,ou=people,dc=duke,dc=edu",0751965,student,Graduate,GPMED,2024 Sprng
sl474,"duLDAPKey=eebe4939-4205-45a2-88a8-2d42b566beaa,ou=people,dc=duke,dc=edu",0739260,student,Undergraduate,A&S,2021 Sprng
dm370,"duLDAPKey=24e73e7e-e69a-4522-9777-9645894edbe9,ou=people,dc=duke,dc=edu",0826921,student,Undergraduate,A&SU,2022 Sprng
amc150,"duLDAPKey=665197a2-ec94-11e5-a57b-e5a41b144c1c,ou=people,dc=duke,dc=edu",0714061,student,Undergraduate,A&S,2020 Sprng
mck33,"duLDAPKey=27def5c6-e4c1-11e5-9342-d6dc1a144c1c,ou=people,dc=duke,dc=edu",0710435,student,Undergraduate,A&S,2020 Sprng
qhc,"duLDAPKey=20b42779-d32e-4645-8d55-0103b9ac83b3,ou=people,dc=duke,dc=edu",0834141,student,Nicholas School of Environment,N-MEM,2020 Sprng
ak555,"duLDAPKey=6fe9544e-f523-46d4-81cc-3c1c10565883,ou=people,dc=duke,dc=edu",0926625,student,Nicholas School of Environment,N-MEM,2021 Sprng
jtn12,"duLDAPKey=2a54b59e-2d9e-4b81-aa2e-ee6c41385743,ou=people,dc=duke,dc=edu",0874023,student,Undergraduate,A&SU,2022 Sprng
kl318,"duLDAPKey=c0de82c6-9f2f-4342-b40c-65bc00ae6b1f,ou=people,dc=duke,dc=edu",0851911,student,Undergraduate,A&SU,2022 Sprng
wgf6,"duLDAPKey=5d9f0812-fc32-4a31-98ac-b84ac108e1fa,ou=people,dc=duke,dc=edu",0937391,student,Undergraduate,E-UGU,2023 Sprng
nlr18,"duLDAPKey=fa58f4f2-dc1c-484e-9c90-fdce9e9a2c94,ou=people,dc=duke,dc=edu",0867598,student,Undergraduate,A&SU,2022 Sprng
cgm39,"duLDAPKey=0ed0f73d-674f-4b16-b44a-b110437c595c,ou=people,dc=duke,dc=edu",0741068,student,Undergraduate,A&S,2021 Sprng
kdd20,"duLDAPKey=bb40a0ee-2897-44ad-9de6-55a74a70e855,ou=people,dc=duke,dc=edu",0967807,student,Undergraduate,E-UGU,2023 Sprng
ssc60,"duLDAPKey=1c25b08c-3ae5-44fe-a3b6-2adf7de77e46,ou=people,dc=duke,dc=edu",0965034,student,Undergraduate,A&SU,2023 Sprng
sjh78,"duLDAPKey=d435a533-5f8a-4808-99f9-8a60e2502510,ou=people,dc=duke,dc=edu",0966276,student,Undergraduate,E-UGU,2023 Sprng
gu7,"duLDAPKey=e26bd52e-9c75-11e5-aa14-c4c91a144c1c,ou=people,dc=duke,dc=edu",0700103,student,Undergraduate,E-UGD,2020 Sprng
oss4,"duLDAPKey=64741cc4-edbb-4258-923d-1b0026700e22,ou=people,dc=duke,dc=edu",0739905,student,Undergraduate,A&S,2021 Sprng
dgs29,"duLDAPKey=2931fd3a-c877-11e5-a741-a2d71a144c1c,ou=people,dc=duke,dc=edu",0703457,student,Undergraduate,A&S,2020 Sprng
arb127,"duLDAPKey=0625df88-65e7-4e07-8c4c-4248b0295f1a,ou=people,dc=duke,dc=edu",0870696,student,Undergraduate,A&S,2022 Sprng
tnm26,"duLDAPKey=21f4c85c-b15d-46f4-8954-29991aa85d8b,ou=people,dc=duke,dc=edu",0841366,student,Undergraduate,A&SU,2022 Sprng
cxz3,"duLDAPKey=099febf4-43e2-42e1-b9af-545038e805eb,ou=people,dc=duke,dc=edu",0826706,student,Undergraduate,A&SU,2022 Sprng
nb162,"duLDAPKey=2d3f8964-bf09-11e5-8881-3ce31a144c1c,ou=people,dc=duke,dc=edu",0702708,student,Undergraduate,E-UGD,2020 Sprng
dw259,"duLDAPKey=9ab1f57d-50fe-4bb0-87a8-3e9defdfd7a0,ou=people,dc=duke,dc=edu",0856338,student,Undergraduate,A&SU,2022 Sprng
rc265,"duLDAPKey=3b9933c9-d1e1-449b-b0ef-f95ddfe8bcca,ou=people,dc=duke,dc=edu",0776206,student,Undergraduate,A&S,2021 Sprng
sgk16,"duLDAPKey=f64641f2-1dd1-11b2-845c-e02c52381c12,ou=people,dc=duke,dc=edu",0659866,student,Undergraduate,A&S,2021 Sprng
vgk,"duLDAPKey=2f287aa8-1dd2-11b2-9d21-9442cd793b76,ou=people,dc=duke,dc=edu",0530431,student,Fuqua School of Business,F-MBA,2021 Sprng
ocg6,"duLDAPKey=756da933-5a74-4110-a216-bace6be94e76,ou=people,dc=duke,dc=edu",0940052,student,Undergraduate,A&SU,2023 Sprng
ncr26,"duLDAPKey=ef80f112-3eb0-43f4-9183-6e11bdb77e7e,ou=people,dc=duke,dc=edu",0939212,student,Undergraduate,A&SU,2023 Sprng
vc60,"duLDAPKey=7fb63bbc-1dd2-11b2-bacd-e02c52381c12,ou=people,dc=duke,dc=edu",0666250,student,Undergraduate,A&SU,2023 Sprng
alc100,"duLDAPKey=0e229a62-9d3f-11e5-9d32-0cfe1a144c1c,ou=people,dc=duke,dc=edu",0700213,student,Undergraduate,A&S,2019 Fall
tjj19,"duLDAPKey=80e2fd4c-c09b-11e5-b9f4-4ffc1a144c1c,ou=people,dc=duke,dc=edu",0702844,student,Undergraduate,A&S,2020 Sprng
ajd57,"duLDAPKey=2872db88-cd2e-11e5-bd18-02921b144c1c,ou=people,dc=duke,dc=edu",0704038,student,Undergraduate,E-UGD,2020 Sprng
hab22,"duLDAPKey=409179f9-f228-4d9c-b63b-f2c4d5973204,ou=people,dc=duke,dc=edu",0824825,student,Undergraduate,A&SU,2022 Sprng
cao19,"duLDAPKey=e54a382a-9307-11e5-91fb-ed1e1b144c1c,ou=people,dc=duke,dc=edu",0699271,student,Undergraduate,E-UGD,2020 Sprng
nb185,"duLDAPKey=4d1deb17-224e-41a1-af62-67edfb8600b7,ou=people,dc=duke,dc=edu",0867774,student,Undergraduate,A&SU,2022 Sprng
kn117,"duLDAPKey=7032f111-5fb8-4474-9b9c-546f06db3368,ou=people,dc=duke,dc=edu",0828203,student,Undergraduate,A&SU,2022 Sprng
aey9,"duLDAPKey=157111e4-6dbe-427f-af58-4828dc980cde,ou=people,dc=duke,dc=edu",0767604,student,Undergraduate,A&S,2021 Sprng
ajk79,"duLDAPKey=fb79f77a-c978-4eab-b948-36fa7010517e,ou=people,dc=duke,dc=edu",0871611,student,Undergraduate,E-UGU,2022 Sprng
bk142,"duLDAPKey=89a6e9a0-193e-4102-bdbd-72b00d0e457e,ou=people,dc=duke,dc=edu",0738744,student,Undergraduate,A&S,2021 Sprng
dyh7,"duLDAPKey=3d31e582-bddc-4e53-bae8-e6a30bd78bad,ou=people,dc=duke,dc=edu",0876123,student,Undergraduate,A&SU,2022 Sprng
yb69,"duLDAPKey=52359805-fe4f-4fef-b3f1-85ade40d2eb0,ou=people,dc=duke,dc=edu",0964401,student,Engineering Professional,E-MGT,2021 Sprng
tg178,"duLDAPKey=4c748fa8-61b4-41d4-ba81-dd7db1af1230,ou=people,dc=duke,dc=edu",0930797,student,Engineering Professional,E-MGT,2021 Sprng
nja10,"duLDAPKey=f6af0a2a-1dd1-11b2-a437-e02c52381c12,ou=people,dc=duke,dc=edu",0611705,staff,,,
jf264,"duLDAPKey=4ed07f9b-7755-4a8f-9dc7-6fe302e68625,ou=people,dc=duke,dc=edu",0849541,student,Undergraduate,E-UGD,2022 Sprng
nmb48,"duLDAPKey=1ce4ba4e-90ab-41ca-bdbf-cb441ca9b55b,ou=people,dc=duke,dc=edu",0860411,student,Undergraduate,A&SU,2022 Sprng
aj267,"duLDAPKey=a90d8a1c-8ef7-46c2-80dc-b3163cde6e6a,ou=people,dc=duke,dc=edu",0822873,student,Undergraduate,A&SU,2022 Sprng
isq,"duLDAPKey=2c9fa478-b9cd-4bd0-b957-dfb76afd8cbf,ou=people,dc=duke,dc=edu",0868492,student,Undergraduate,A&SU,2022 Sprng
ev63,"duLDAPKey=9cc126e4-a4e4-4032-ab05-9e6f77eeda35,ou=people,dc=duke,dc=edu",0851433,student,Undergraduate,A&SU,2022 Sprng
ndb24,"duLDAPKey=b873c7bd-de9f-4920-9545-e375ec2d6039,ou=people,dc=duke,dc=edu",0765679,student,Undergraduate,A&SU,2022 Fall
kg203,"duLDAPKey=9b3f7173-e1a0-4e15-925a-465fce326841,ou=people,dc=duke,dc=edu",0851964,student,Undergraduate,E-UGU,2022 Sprng
sa277,"duLDAPKey=e7c011a6-9307-11e5-91fb-ed1e1b144c1c,ou=people,dc=duke,dc=edu",0699324,student,Undergraduate,A&S,2020 Sprng
gc167,"duLDAPKey=6ba46e02-8760-4c6b-88ad-653b5b14434e,ou=people,dc=duke,dc=edu",0938620,student,Graduate,GPMSC,2026 Sprng
pcg19,"duLDAPKey=015da524-1dd2-11b2-9d35-9442cd793b76,ou=people,dc=duke,dc=edu",0531947,student,Graduate,GPMSC,2024 Sprng
ono5,"duLDAPKey=df42400b-ed15-4723-b0ad-012830477871,ou=people,dc=duke,dc=edu",0835811,student,Undergraduate,A&SU,2022 Sprng
ahs45,"duLDAPKey=a64b6ca4-20e7-47a0-b985-b8c6d01ed95d,ou=people,dc=duke,dc=edu",0762505,student,Undergraduate,A&SU,2023 Sprng
pb167,"duLDAPKey=1f7202ae-0260-4688-aa8c-a8f37dc9d4ea,ou=people,dc=duke,dc=edu",0965951,student,Undergraduate,A&SU,2023 Sprng
jw502,"duLDAPKey=29a80582-e4c1-11e5-9342-d6dc1a144c1c,ou=people,dc=duke,dc=edu",0710463,student,Undergraduate,A&S,2020 Sprng
al308,"duLDAPKey=2cbb2da4-d69c-11e5-acf3-23491b144c1c,ou=people,dc=duke,dc=edu",0705283,student,Undergraduate,E-UGD,2020 Sprng
ivm5,"duLDAPKey=e51ce79b-f8b6-40bd-b039-7813147431d1,ou=people,dc=duke,dc=edu",0962940,student,Undergraduate,A&SU,2023 Sprng
