searchValue,dn,dudukeid,edupersonprimaryaffiliation,dupsacadcareerdescc1,dupsacadprogc1,dupsexpgradtermc1
zik2,"duLDAPKey=5bdbd597-041d-4356-a5a9-ba57cfe1ddcf,ou=people,dc=duke,dc=edu",0819380,student,Undergraduate,A&SU,2022 Sprng
jp423,"duLDAPKey=fa750cbe-2002-4bf3-97e0-f434cebfa2ae,ou=people,dc=duke,dc=edu",0840916,student,Undergraduate,A&SU,2022 Sprng
jmd113,"duLDAPKey=fce37746-9f23-4cc8-a2dc-4d1ddeb19a60,ou=people,dc=duke,dc=edu",0821317,student,Undergraduate,A&SU,2022 Sprng
emc44,"duLDAPKey=22221068-1dd2-11b2-8862-e02c52381c12,ou=people,dc=duke,dc=edu",0660400,,,,
amg99,"duLDAPKey=6bf2cd35-7bc1-4378-b5ba-ca77cbd432aa,ou=people,dc=duke,dc=edu",0762370,student,Undergraduate,A&S,2021 Sprng
abl29,"duLDAPKey=9151d820-e436-4e77-8835-595dbca28b1f,ou=people,dc=duke,dc=edu",0777558,student,Undergraduate,A&S,2021 Sprng
ema36,"duLDAPKey=8288c8da-bb5a-451f-9276-8c78a0b7a7ac,ou=people,dc=duke,dc=edu",0735798,student,Undergraduate,A&S,2021 Sprng
erc43,"duLDAPKey=f481a841-ea43-4632-bb48-decac781016d,ou=people,dc=duke,dc=edu",0830752,student,Undergraduate,E-UGU,2022 Sprng
zdp5,"duLDAPKey=dc4f5ac2-b8cd-4a65-af78-8cfcd47c466b,ou=people,dc=duke,dc=edu",0826055,student,Undergraduate,A&SU,2022 Sprng
isb11,"duLDAPKey=a7b1efe1-b7b9-4f68-9f5b-d09fb8b03920,ou=people,dc=duke,dc=edu",0874208,student,Undergraduate,E-UGD,2022 Sprng
cao19,"duLDAPKey=e54a382a-9307-11e5-91fb-ed1e1b144c1c,ou=people,dc=duke,dc=edu",0699271,student,Undergraduate,E-UGD,2020 Sprng
jae39,"duLDAPKey=6775250e-8bf5-11e5-9a2e-671a1b144c1c,ou=people,dc=duke,dc=edu",0698720,student,Undergraduate,A&S,2020 Sprng
bdl32,"duLDAPKey=ce1b6a1d-1f62-40cf-bd74-5e3213a6d19b,ou=people,dc=duke,dc=edu",0820378,student,Undergraduate,A&SU,2022 Sprng
mdg37,"duLDAPKey=35eddcbf-71ec-4657-882d-ee32ec5dc161,ou=people,dc=duke,dc=edu",0822230,student,Undergraduate,A&SU,2022 Sprng
mb554,"duLDAPKey=824b9f24-5d00-11e7-aaf2-9f251b144c1c,ou=people,dc=duke,dc=edu",0807088,student,Undergraduate,E-UGU,2022 Sprng
rmh70,"duLDAPKey=52535ed4-1409-4fc4-91dc-c4b39c14114f,ou=people,dc=duke,dc=edu",0867179,student,Undergraduate,A&SU,2022 Sprng
zfb,"duLDAPKey=0b9c9a3e-0295-11e6-aa9d-107c1b144c1c,ou=people,dc=duke,dc=edu",0716916,student,Undergraduate,A&S,2021 Sprng
jbs82,"duLDAPKey=11359e55-e911-47eb-8f07-bd56fcd2f751,ou=people,dc=duke,dc=edu",0733598,student,Undergraduate,A&S,2021 Sprng
snr21,"duLDAPKey=9bd6de4e-1dd1-11b2-bc85-e02c52381c12,ou=people,dc=duke,dc=edu",0667890,,,,
jmr130,"duLDAPKey=43c1fafa-23c9-4e12-893f-65c259e944c5,ou=people,dc=duke,dc=edu",0826974,student,Undergraduate,A&SU,2022 Sprng
jau3,"duLDAPKey=af3c28c4-1dd1-11b2-80d4-e02c52381c12,ou=people,dc=duke,dc=edu",0673736,,,,
ce75,"duLDAPKey=cfc96ed4-e7e5-11e5-a21e-d3861b144c1c,ou=people,dc=duke,dc=edu",0712203,student,Undergraduate,A&S,2020 Sprng
as631,"duLDAPKey=156c0eba-1dd2-11b2-bd59-e02c52381c12,ou=people,dc=duke,dc=edu",0668858,,,,
sdw52,"duLDAPKey=07ac6561-8d6e-482f-ba3a-ed7d68a642a9,ou=people,dc=duke,dc=edu",0821590,student,Fuqua School of Business,F-MBA,2020 Sprng
ijb5,"duLDAPKey=337e43b6-1dd2-11b2-8045-e02c52381c12,ou=people,dc=duke,dc=edu",0672667,,,,
djk41,"duLDAPKey=9052fb4c-9175-11e5-aea4-58b81a144c1c,ou=people,dc=duke,dc=edu",0699083,student,Undergraduate,A&S,2020 Sprng
abd31,"duLDAPKey=bfe35e08-c1b9-437d-9e18-86bccfcc264f,ou=people,dc=duke,dc=edu",0758925,student,Undergraduate,A&S,2021 Sprng
czc3,"duLDAPKey=8e198dfe-1dd2-11b2-81df-e02c52381c12,ou=people,dc=duke,dc=edu",0678974,,,,
am598,"duLDAPKey=d3b7d7de-d9c0-11e5-b25c-f7471b144c1c,ou=people,dc=duke,dc=edu",0705641,student,Undergraduate,A&S,2020 Sprng
slp53,"duLDAPKey=34057812-15b6-451e-acd7-30d6f978ff98,ou=people,dc=duke,dc=edu",0768752,,,,
ajo14,"duLDAPKey=3a276b02-9951-11e5-ba3f-04061b144c1c,ou=people,dc=duke,dc=edu",0699758,student,Undergraduate,A&S,2020 Sprng
crb75,"duLDAPKey=60742dea-dc50-46df-9e62-b30921f81b57,ou=people,dc=duke,dc=edu",0825110,student,Undergraduate,A&SU,2022 Sprng
cg232,"duLDAPKey=9db8363b-1d93-4899-ad55-a7401e7117f0,ou=people,dc=duke,dc=edu",0749401,student,Undergraduate,A&S,2021 Sprng
ens17,"duLDAPKey=e2f2752a-9c75-11e5-aa14-c4c91a144c1c,ou=people,dc=duke,dc=edu",0700114,student,Undergraduate,A&S,2020 Sprng
ers63,"duLDAPKey=2e75c826-12ce-4c9f-814e-4eeae1242861,ou=people,dc=duke,dc=edu",0737046,student,Undergraduate,A&S,2021 Sprng
fp42,"duLDAPKey=edf60514-cede-4957-a575-b37bf6cd04cf,ou=people,dc=duke,dc=edu",0772270,student,Undergraduate,A&S,2021 Sprng
mjb117,"duLDAPKey=3ee4cda3-707f-41e4-b93d-973e99aa5984,ou=people,dc=duke,dc=edu",0735584,student,Undergraduate,A&S,2021 Sprng
tic3,"duLDAPKey=e740803a-9307-11e5-91fb-ed1e1b144c1c,ou=people,dc=duke,dc=edu",0699312,student,Undergraduate,E-UGD,2020 Sprng
os29,"duLDAPKey=6859c598-1dd2-11b2-8137-e02c52381c12,ou=people,dc=duke,dc=edu",0674658,,,,
ne25,"duLDAPKey=ed592684-1dd1-11b2-bd49-e02c52381c12,ou=people,dc=duke,dc=edu",0668786,staff,,,
aj271,"duLDAPKey=43255838-31fe-4036-8733-5b1bd9b9da75,ou=people,dc=duke,dc=edu",0858624,student,Undergraduate,A&SU,2022 Sprng
cw356,"duLDAPKey=0285be2a-9144-439e-b1b3-4d9fdcdd8201,ou=people,dc=duke,dc=edu",0828529,student,Undergraduate,E-UGU,2022 Sprng
mjw72,"duLDAPKey=e39f7745-7771-42e3-9e87-4e55ab95619b,ou=people,dc=duke,dc=edu",0874989,student,Undergraduate,E-UGD,2022 Sprng
had13,"duLDAPKey=db0092db-5272-44c1-ac32-c4bf0828cdac,ou=people,dc=duke,dc=edu",0852990,student,Undergraduate,A&SU,2022 Sprng
ikk,"duLDAPKey=b93265f6-d684-4415-9633-85cbd70b91a5,ou=people,dc=duke,dc=edu",0774909,student,Undergraduate,A&S,2021 Sprng
jss127,"duLDAPKey=ca4ed47c-b875-4028-8a5d-b25d97005937,ou=people,dc=duke,dc=edu",0821358,student,Undergraduate,A&SU,2022 Sprng
acm92,"duLDAPKey=ed065d84-08cc-43dc-b125-069d2bb49cea,ou=people,dc=duke,dc=edu",0738150,student,Undergraduate,A&S,2021 Sprng
sd270,"duLDAPKey=6cf4f8ee-1dd2-11b2-81ae-e02c52381c12,ou=people,dc=duke,dc=edu",0677670,,,,
aah41,"duLDAPKey=3a412baa-9951-11e5-ba3f-04061b144c1c,ou=people,dc=duke,dc=edu",0699760,student,Undergraduate,E-UGD,2020 Sprng
aee15,"duLDAPKey=ecf68907-30b4-47ab-9512-20e206a78d9c,ou=people,dc=duke,dc=edu",0758424,student,Undergraduate,U-NON,2021 Sprng
atc35,"duLDAPKey=0fa2bb5b-fb50-413c-ba47-77a6ae40d07b,ou=people,dc=duke,dc=edu",0768235,student,Undergraduate,A&S,2021 Sprng
jmr100,"duLDAPKey=0893652c-1dd2-11b2-8184-e02c52381c12,ou=people,dc=duke,dc=edu",0676266,student,Undergraduate,A&S,2021 Sprng
agc33,"duLDAPKey=528cfbda-3a1a-4f5f-8354-a1623e484a73,ou=people,dc=duke,dc=edu",0767036,student,Undergraduate,A&S,2021 Sprng
rk193,"duLDAPKey=92e297a4-1dd2-11b2-81df-e02c52381c12,ou=people,dc=duke,dc=edu",0679040,,,,
sel45,"duLDAPKey=d75e17bc-d052-11e5-939e-9e4f1b144c1c,ou=people,dc=duke,dc=edu",0704441,student,Undergraduate,A&S,2020 Sprng
akn13,"duLDAPKey=955ebed2-1dd1-11b2-bd25-e02c52381c12,ou=people,dc=duke,dc=edu",0668535,,,,
tm247,"duLDAPKey=fd484d51-4a30-4598-98ae-33ffff4d5b58,ou=people,dc=duke,dc=edu",0738531,student,Undergraduate,A&S,2021 Sprng
jbc53,"duLDAPKey=112cbf6e-9888-11e5-83fa-79c11a144c1c,ou=people,dc=duke,dc=edu",0699648,student,Undergraduate,A&S,2020 Sprng
mlg73,"duLDAPKey=994cb078-9a4c-4f74-9be0-da15625b4f48,ou=people,dc=duke,dc=edu",0823387,student,Undergraduate,A&SU,2022 Sprng
mbf25,"duLDAPKey=25a888a2-db53-11e5-beea-20d81a144c1c,ou=people,dc=duke,dc=edu",0705954,staff,,,
rdw28,"duLDAPKey=1aa204ca-1dd2-11b2-819b-e02c52381c12,ou=people,dc=duke,dc=edu",0676745,,,,
amt62,"duLDAPKey=e8a0e2ca-8999-11e5-8ed1-0be81a144c1c,ou=people,dc=duke,dc=edu",0698663,student,Undergraduate,A&S,2020 Sprng
rgs24,"duLDAPKey=e77db89e-8e50-11e5-a176-93f71a144c1c,ou=people,dc=duke,dc=edu",0698915,student,Undergraduate,A&S,2020 Sprng
