searchValue,dn,dudukeid,edupersonprimaryaffiliation,dupsacadcareerdescc1,dupsacadprogc1,dupsexpgradtermc1
skw31,"duLDAPKey=71861e64-1dd2-11b2-bc2a-e02c52381c12,ou=people,dc=duke,dc=edu",0667494,student,Graduate,GMALS,2022 Sprng
sb411,"duLDAPKey=f76c912e-1dd1-11b2-8184-e02c52381c12,ou=people,dc=duke,dc=edu",0676088,,,,
akr43,"duLDAPKey=5d24ecee-15c5-4cf1-96b0-3b589a27d0be,ou=people,dc=duke,dc=edu",0741628,student,Undergraduate,A&S,2021 Sprng
kch44,"duLDAPKey=67625380-d21d-4806-b579-04a9d63b6071,ou=people,dc=duke,dc=edu",0886263,staff,,,
rmm59,"duLDAPKey=5ba88f56-1dd2-11b2-81ae-e02c52381c12,ou=people,dc=duke,dc=edu",0677552,,,,
ky59,"duLDAPKey=5bd9476a-1dd2-11b2-8055-e02c52381c12,ou=people,dc=duke,dc=edu",0672820,student,Undergraduate,E-UGD,2020 Sprng
skg22,"duLDAPKey=1d15cdcc-62f0-4bca-9cd2-83ccff5b5eca,ou=people,dc=duke,dc=edu",0768005,student,Undergraduate,A&S,2021 Sprng
kbc21,"duLDAPKey=e29a017c-a0d4-4c2b-a54b-b5416767ec11,ou=people,dc=duke,dc=edu",0836378,student,Undergraduate,A&S,2022 Sprng
qhc,"duLDAPKey=20b42779-d32e-4645-8d55-0103b9ac83b3,ou=people,dc=duke,dc=edu",0834141,student,Nicholas School of Environment,N-MEM,2020 Sprng
hk220,"duLDAPKey=fb7db18e-0e77-46ab-a999-61b8dd27e635,ou=people,dc=duke,dc=edu",0772148,student,Undergraduate,A&S,2021 Sprng
jkj15,"duLDAPKey=dd2005ac-e493-11e5-b028-5f291b144c1c,ou=people,dc=duke,dc=edu",0710215,student,Undergraduate,A&S,2020 Sprng
ar494,"duLDAPKey=07e09f0c-4190-4d59-8be9-ed25747bcbe8,ou=people,dc=duke,dc=edu",0824196,student,Nicholas School of Environment,N-MEM,2020 Sprng
jv100,"duLDAPKey=fffa4264-cc64-11e5-8213-31791b144c1c,ou=people,dc=duke,dc=edu",0703967,student,Graduate,GPA&S,2023 Sprng
rdw28,"duLDAPKey=1aa204ca-1dd2-11b2-819b-e02c52381c12,ou=people,dc=duke,dc=edu",0676745,,,,
gvm4,"duLDAPKey=f302281c-1dd1-11b2-81ae-e02c52381c12,ou=people,dc=duke,dc=edu",0677023,,,,
tb223,"duLDAPKey=bae6d152-923e-11e5-a0dc-14df1a144c1c,ou=people,dc=duke,dc=edu",0699190,student,Undergraduate,A&S,2020 Sprng
tk139,"duLDAPKey=5bbe62ec-1dd2-11b2-8055-e02c52381c12,ou=people,dc=duke,dc=edu",0672818,,,,
jjm77,"duLDAPKey=db2833ba-1dd1-11b2-bfce-e02c52381c12,ou=people,dc=duke,dc=edu",0671976,staff,,,
kk287,"duLDAPKey=84487f08-e19c-11e5-89a2-aa571b144c1c,ou=people,dc=duke,dc=edu",0708854,student,Undergraduate,A&S,2019 Fall
ans71,"duLDAPKey=ac59e7f4-1e6b-4aa5-a1ad-e9de21c22364,ou=people,dc=duke,dc=edu",0736622,student,Undergraduate,A&S,2021 Sprng
mz87,"duLDAPKey=ed71536a-1dd1-11b2-bd98-e02c52381c12,ou=people,dc=duke,dc=edu",0669282,,,,
vs116,"duLDAPKey=94582dce-1dd1-11b2-81e0-e02c52381c12,ou=people,dc=duke,dc=edu",0679059,,,,
jp386,"duLDAPKey=6da35d2c-9f37-4357-923f-632769daa800,ou=people,dc=duke,dc=edu",0734403,,,,
mvl11,"duLDAPKey=00a05d0b-9183-4789-8f8a-9c12935482e7,ou=people,dc=duke,dc=edu",0734201,,,,
tb224,"duLDAPKey=8dcba172-9ae3-11e5-8270-6a6b1b144c1c,ou=people,dc=duke,dc=edu",0700026,student,Undergraduate,A&S,2020 Sprng
zh50,"duLDAPKey=5d0b04b8-1dd2-11b2-81c2-e02c52381c12,ou=people,dc=duke,dc=edu",0677972,staff,,,
vip2,"duLDAPKey=1b2cde9a-9fac-461e-8e87-2851ae4c10f3,ou=people,dc=duke,dc=edu",0778190,student,Undergraduate,E-UGD,2021 Sprng
az74,"duLDAPKey=949c031e-1dd1-11b2-81e0-e02c52381c12,ou=people,dc=duke,dc=edu",0679063,,,,
jkn8,"duLDAPKey=4458812c-1dd2-11b2-bcae-e02c52381c12,ou=people,dc=duke,dc=edu",0668017,staff,,,
lmg43,"duLDAPKey=9a72f984-1dd1-11b2-bc85-e02c52381c12,ou=people,dc=duke,dc=edu",0667867,student,Undergraduate,A&S,2020 Sprng
rab84,"duLDAPKey=c14651a8-1dd1-11b2-bd35-e02c52381c12,ou=people,dc=duke,dc=edu",0668686,staff,,,
nkp4,"duLDAPKey=8a214340-1dd2-11b2-81df-e02c52381c12,ou=people,dc=duke,dc=edu",0678924,student,School of Medicine,MED1,2023 Sprng
mkw34,"duLDAPKey=7686a3ac-1dd2-11b2-81df-e02c52381c12,ou=people,dc=duke,dc=edu",0678684,student,School of Medicine,MED1,2023 Sprng
mbf25,"duLDAPKey=25a888a2-db53-11e5-beea-20d81a144c1c,ou=people,dc=duke,dc=edu",0705954,staff,,,
mlg73,"duLDAPKey=994cb078-9a4c-4f74-9be0-da15625b4f48,ou=people,dc=duke,dc=edu",0823387,student,Undergraduate,A&SU,2022 Sprng
jap109,"duLDAPKey=adb933f6-f09d-4c54-b288-e91f36c4a8b1,ou=people,dc=duke,dc=edu",0734114,student,Undergraduate,A&S,2021 Sprng
mdt26,"duLDAPKey=8bf9bac9-e9fa-4b37-b02f-1aa7feb72559,ou=people,dc=duke,dc=edu",0781338,student,Undergraduate,A&S,2021 Sprng
jl694,"duLDAPKey=8e6f9da4-9ae3-11e5-8270-6a6b1b144c1c,ou=people,dc=duke,dc=edu",0700032,student,Undergraduate,A&S,2020 Sprng
mjh81,"duLDAPKey=1f4d15fe-9201-11e5-b333-1fe21a144c1c,ou=people,dc=duke,dc=edu",0699152,student,Undergraduate,A&S,2019 Fall
jdb94,"duLDAPKey=29b5b448-e4c1-11e5-9342-d6dc1a144c1c,ou=people,dc=duke,dc=edu",0710464,student,Undergraduate,A&S,2020 Sprng
dac75,"duLDAPKey=a6832f28-d440-11e5-86c5-17721b144c1c,ou=people,dc=duke,dc=edu",0704795,student,Undergraduate,A&S,2020 Sprng
rsy3,"duLDAPKey=90607b14-9175-11e5-aea4-58b81a144c1c,ou=people,dc=duke,dc=edu",0699084,student,Undergraduate,A&S,2020 Sprng
tw192,"duLDAPKey=531190ec-7918-4d0b-b9db-9e467f10ddbd,ou=people,dc=duke,dc=edu",0738261,student,Undergraduate,E-UGD,2021 Sprng
peg6,"duLDAPKey=095e0af0-1dd2-11b2-aa6a-e02c52381c12,ou=people,dc=duke,dc=edu",0627367,,,,
hr67,"duLDAPKey=b8ada2b8-9bac-11e5-9636-f09a1b144c1c,ou=people,dc=duke,dc=edu",0700095,student,Undergraduate,E-UGD,2020 Sprng
