searchValue,dn,dudukeid,edupersonprimaryaffiliation,dupsacadcareerdescc1,dupsacadprogc1,dupsexpgradtermc1
mr306,"duLDAPKey=2ac51abc-db53-11e5-beea-20d81a144c1c,ou=people,dc=duke,dc=edu",0706009,student,Undergraduate,A&S,2020 Sprng
jrm125,"duLDAPKey=bd259739-9eea-4483-bf2f-a01e36031409,ou=people,dc=duke,dc=edu",0847746,student,Undergraduate,A&SU,2022 Sprng
nh144,"duLDAPKey=d2d13d9c-d9d2-496f-a339-fef5bb3d3e00,ou=people,dc=duke,dc=edu",0894109,student,Physical Therapy - Doctorate,PT-D2,2021 Sprng
msm113,"duLDAPKey=79c27966-7f10-4531-950f-57c1539c447f,ou=people,dc=duke,dc=edu",0813938,student,Physical Therapy - Doctorate,PT-D2,2021 Sprng
mc591,"duLDAPKey=7f46e3a5-e0f7-4a27-ab6d-f7beb8979df1,ou=people,dc=duke,dc=edu",0834962,student,Physical Therapy - Doctorate,PT-D2,2021 Sprng
dy70,"duLDAPKey=ed7cb2ed-499a-4872-ba3b-27b3c4c1c0ef,ou=people,dc=duke,dc=edu",0826645,student,Undergraduate,A&S,2022 Sprng
rpj10,"duLDAPKey=8b4d34f2-b9f1-4801-bdfd-d62279ffc24e,ou=people,dc=duke,dc=edu",0872747,student,Undergraduate,A&SU,2022 Sprng
zg63,"duLDAPKey=aed99f35-f820-4f38-ad4b-c070a20f57a4,ou=people,dc=duke,dc=edu",0968978,student,Undergraduate,A&SU,2023 Sprng
hab22,"duLDAPKey=409179f9-f228-4d9c-b63b-f2c4d5973204,ou=people,dc=duke,dc=edu",0824825,student,Undergraduate,A&SU,2022 Sprng
eth14,"duLDAPKey=fb90a051-521f-45bb-b094-71db3e5344d9,ou=people,dc=duke,dc=edu",0740397,student,Undergraduate,A&S,2021 Sprng
