searchValue,dn,dudukeid,edupersonprimaryaffiliation,dupsacadcareerdescc1,dupsacadprogc1,dupsexpgradtermc1
sog2,"duLDAPKey=93782f82-d109-4a4f-8bce-36de6a80f095,ou=people,dc=duke,dc=edu",0764703,student,Undergraduate,A&S,2021 Sprng
oss4,"duLDAPKey=64741cc4-edbb-4258-923d-1b0026700e22,ou=people,dc=duke,dc=edu",0739905,student,Undergraduate,A&S,2021 Sprng
msf38,"duLDAPKey=f501d12f-114c-4921-9433-3fd650f1425c,ou=people,dc=duke,dc=edu",0735435,student,Undergraduate,A&S,2021 Sprng
am274,"duLDAPKey=ec836edc-1dd1-11b2-98e3-9442cd793b76,ou=people,dc=duke,dc=edu",0521039,,,,
jrc94,"duLDAPKey=5de121b2-653b-4c13-85d3-b0155185faa7,ou=people,dc=duke,dc=edu",0735168,,,,
trc32,"duLDAPKey=7ed211ac-acfc-469e-9beb-a0874eef7969,ou=people,dc=duke,dc=edu",0733789,,,,
jaw109,"duLDAPKey=2b6aa031-890b-49ad-bc16-f4fafe9848a7,ou=people,dc=duke,dc=edu",0783626,,,,
dlf23,"duLDAPKey=b2448748-e265-11e5-be52-137b1b144c1c,ou=people,dc=duke,dc=edu",0709623,student,Undergraduate,A&S,2020 Sprng
mjs131,"duLDAPKey=9bb3bc7d-3602-4ebe-b329-b8f5719133ab,ou=people,dc=duke,dc=edu",0797750,staff,,,
dzy2,"duLDAPKey=6633630b-37af-468c-bbaa-dbc3ffd9413e,ou=people,dc=duke,dc=edu",0761416,student,Undergraduate,A&S,2021 Sprng
ant27,"duLDAPKey=10c256ed-f2b7-41b2-8fc2-e227ea5e067f,ou=people,dc=duke,dc=edu",0887793,student,Graduate,GMGHL,2021 Sprng
rt125,"duLDAPKey=e3b75978-97be-11e5-b7ff-97691b144c1c,ou=people,dc=duke,dc=edu",0699484,student,Undergraduate,E-UGD,2020 Sprng
ew153,"duLDAPKey=5cd8bb2d-14cb-4c5d-9748-09296289ff03,ou=people,dc=duke,dc=edu",0760325,student,Undergraduate,A&S,2021 Sprng
sy125,"duLDAPKey=ef7bd81c-1dd1-11b2-8184-e02c52381c12,ou=people,dc=duke,dc=edu",0676012,,,,
jmc170,"duLDAPKey=9f7ae739-0974-45a4-a1bc-a6aad8721c8c,ou=people,dc=duke,dc=edu",0772336,student,Undergraduate,A&S,2021 Sprng
svt6,"duLDAPKey=ea4dd7c8-1dd1-11b2-8184-e02c52381c12,ou=people,dc=duke,dc=edu",0675960,,,,
btw19,"duLDAPKey=36d8ffaf-852c-45ba-aada-9a73ea2a0323,ou=people,dc=duke,dc=edu",0736755,student,Undergraduate,E-UGD,2021 Sprng
hmf11,"duLDAPKey=a93f007a-ae90-4b15-8eb9-f6cce715a669,ou=people,dc=duke,dc=edu",0743751,student,Undergraduate,E-UGD,2021 Sprng
az74,"duLDAPKey=949c031e-1dd1-11b2-81e0-e02c52381c12,ou=people,dc=duke,dc=edu",0679063,,,,
jfo4,"duLDAPKey=dc3fcb0a-1dd1-11b2-8184-e02c52381c12,ou=people,dc=duke,dc=edu",0675767,,,,
ijb5,"duLDAPKey=337e43b6-1dd2-11b2-8045-e02c52381c12,ou=people,dc=duke,dc=edu",0672667,,,,
jtl40,"duLDAPKey=cbdeaa83-973f-4765-9201-14bd3afab917,ou=people,dc=duke,dc=edu",0780201,student,Undergraduate,A&S,2021 Sprng
